frq,word,pct
94,built,0.02473
93,sponsor,0.02447
93,except,0.02447
93,capital,0.02447
93,came,0.02447
92,select,0.0242
92,receiving,0.0242
92,particular,0.0242
92,client,0.0242
91,wants,0.02394
91,value,0.02394
91,rah,0.02394
91,order,0.02394
91,months,0.02394
91,left,0.02394
91,clean,0.02394
91,become,0.02394
90,total,0.02368
90,space,0.02368
90,ideas,0.02368
90,everyone,0.02368
89,talking,0.02341
89,platform,0.02341
89,lots,0.02341
89,french,0.02341
89,early,0.02341
89,area,0.02341
88,research,0.02315
88,project,0.02315
88,haven,0.02315
88,happy,0.02315
88,growing,0.02315
88,general,0.02315
88,finding,0.02315
88,fast,0.02315
87,script,0.02289
87,create,0.02289
86,worked,0.02262
86,various,0.02262
86,sex,0.02262
86,provide,0.02262
86,personal,0.02262
86,murphy,0.02262
86,major,0.02262
86,later,0.02262
86,invoked,0.02262
86,gives,0.02262
86,form,0.02262
86,clear,0.02262
85,unless,0.02236
85,president,0.02236
85,oh,0.02236
85,mime,0.02236
85,driver,0.02236
85,daily,0.02236
84,useful,0.0221
84,product,0.0221
84,control,0.0221
83,together,0.02183
83,third,0.02183
83,street,0.02183
83,saying,0.02183
83,reading,0.02183
83,party,0.02183
83,management,0.02183
83,join,0.02183
83,issues,0.02183
83,folks,0.02183
83,agree,0.02183
82,whatever,0.02157
82,score,0.02157
82,main,0.02157
82,links,0.02157
82,game,0.02157
82,forwarded,0.02157
81,servers,0.02131
81,pick,0.02131
81,pay,0.02131
81,night,0.02131
81,changes,0.02131
81,applications,0.02131
80,tony,0.02105
80,thinking,0.02105
80,society,0.02105
80,skip,0.02105
80,sequences,0.02105
80,runs,0.02105
80,national,0.02105
80,info,0.02105
80,hope,0.02105
80,goes,0.02105
80,engineer,0.02105
80,custom,0.02105
80,along,0.02105
79,sound,0.02078
79,simple,0.02078
79,processing,0.02078
79,likely,0.02078
79,human,0.02078
79,due,0.02078
78,simply,0.02052
78,remember,0.02052
78,memory,0.02052
78,fall,0.02052
77,tom,0.02026
77,solution,0.02026
77,share,0.02026
77,record,0.02026
77,rate,0.02026
77,building,0.02026
76,respect,0.01999
76,month,0.01999
76,feel,0.01999
76,exist,0.01999
76,especially,0.01999
76,en,0.01999
76,default,0.01999
76,corporation,0.01999
76,command,0.01999
76,certainly,0.01999
76,ask,0.01999
75,wanted,0.01973
75,usually,0.01973
75,cost,0.01973
75,city,0.01973
75,cannot,0.01973
74,speed,0.01947
74,specific,0.01947
74,school,0.01947
74,regards,0.01947
74,programming,0.01947
74,procedure,0.01947
74,heard,0.01947
74,china,0.01947
74,cheers,0.01947
74,book,0.01947
74,apparently,0.01947
73,requires,0.0192
73,police,0.0192
73,partners,0.0192
73,happen,0.0192
73,fix,0.0192
73,deal,0.0192
73,computers,0.0192
73,button,0.0192
73,average,0.0192
73,allow,0.0192
73,ability,0.0192
72,speech,0.01894
72,soon,0.01894
72,sell,0.01894
72,office,0.01894
72,music,0.01894
72,media,0.01894
72,happened,0.01894
72,force,0.01894
71,sites,0.01868
71,short,0.01868
71,feature,0.01868
71,community,0.01868
71,comes,0.01868
71,boston,0.01868
70,storage,0.01841
70,sequence,0.01841
70,reported,0.01841
70,india,0.01841
70,face,0.01841
69,rest,0.01815
69,recently,0.01815
69,modules,0.01815
69,couple,0.01815
69,copy,0.01815
69,checking,0.01815
69,according,0.01815
68,written,0.01789
68,traffic,0.01789
68,tools,0.01789
68,sense,0.01789
68,removed,0.01789
68,related,0.01789
68,note,0.01789
68,engineering,0.01789
68,easily,0.01789
68,corpus,0.01789
68,card,0.01789
67,temperature,0.01763
67,self,0.01763
67,press,0.01763
67,path,0.01763
67,numbers,0.01763
67,living,0.01763
67,legal,0.01763
67,individual,0.01763
67,id,0.01763
67,guys,0.01763
67,dev,0.01763
67,designed,0.01763
66,wireless,0.01736
66,wednesday,0.01736
66,upgrade,0.01736
66,social,0.01736
66,rule,0.01736
66,paste,0.01736
66,matter,0.01736
66,answer,0.01736
65,taking,0.0171
65,started,0.0171
65,sometimes,0.0171
65,side,0.0171
65,setup,0.0171
65,science,0.0171
65,reasons,0.0171
65,points,0.0171
65,normal,0.0171
65,looked,0.0171
65,generation,0.0171
65,folders,0.0171
65,cause,0.0171
65,act,0.0171
64,writing,0.01684
64,takes,0.01684
64,fixed,0.01684
64,common,0.01684
64,body,0.01684
64,aware,0.01684
63,woman,0.01657
63,took,0.01657
63,ones,0.01657
63,method,0.01657
63,higher,0.01657
63,figure,0.01657
63,evidence,0.01657
63,energy,0.01657
63,empire,0.01657
63,countries,0.01657
63,char,0.01657
62,status,0.01631
62,standard,0.01631
62,plan,0.01631
62,head,0.01631
62,features,0.01631
62,electronic,0.01631
62,argument,0.01631
62,appear,0.01631
61,yesterday,0.01605
61,ways,0.01605
61,useless,0.01605
61,reserved,0.01605
61,patch,0.01605
61,longer,0.01605
61,learn,0.01605
61,house,0.01605
61,enterprise,0.01605
61,doers,0.01605
61,disk,0.01605
61,care,0.01605
61,asked,0.01605
61,agent,0.01605
60,welch,0.01578
60,uses,0.01578
60,taken,0.01578
60,save,0.01578
60,population,0.01578
60,pacific,0.01578
60,nobody,0.01578
60,mode,0.01578
60,finally,0.01578
60,adding,0.01578
59,wink,0.01552
59,thus,0.01552
59,sets,0.01552
59,reports,0.01552
59,rates,0.01552
59,model,0.01552
59,ma,0.01552
59,leave,0.01552
59,hours,0.01552
59,guy,0.01552
59,directly,0.01552
59,difficult,0.01552
59,cool,0.01552
59,completely,0.01552
59,close,0.01552
59,buy,0.01552
59,break,0.01552
59,bearer,0.01552
59,answers,0.01552
58,young,0.01526
58,stupid,0.01526
58,starting,0.01526
58,secure,0.01526
58,roman,0.01526
58,none,0.01526
58,near,0.01526
58,multiple,0.01526
58,mass,0.01526
58,inside,0.01526
58,developed,0.01526
58,coming,0.01526
57,turn,0.01499
57,testing,0.01499
57,picture,0.01499
57,international,0.01499
57,intelligence,0.01499
57,image,0.01499
57,display,0.01499
57,difference,0.01499
57,decline,0.01499
57,de,0.01499
57,comments,0.01499
57,cases,0.01499
57,amount,0.01499
56,texas,0.01473
56,obvious,0.01473
56,mostly,0.01473
56,military,0.01473
56,marketing,0.01473
56,images,0.01473
56,four,0.01473
56,font,0.01473
56,expect,0.01473
56,consider,0.01473
56,clues,0.01473
56,author,0.01473
56,action,0.01473
55,view,0.01447
55,special,0.01447
55,somewhere,0.01447
55,provides,0.01447
55,port,0.01447
55,politics,0.01447
55,playing,0.01447
55,peter,0.01447
55,interactive,0.01447
55,hour,0.01447
55,fastest,0.01447
55,dead,0.01447
55,connection,0.01447
55,bin,0.01447
55,behind,0.01447
54,wish,0.01421
54,subscribed,0.01421
54,statement,0.01421
54,sorry,0.01421
54,scores,0.01421
54,middle,0.01421
54,mac,0.01421
54,history,0.01421
54,freedom,0.01421
54,failed,0.01421
54,evil,0.01421
54,director,0.01421
54,deserve,0.01421
54,death,0.01421
54,court,0.01421
53,style,0.01394
53,outside,0.01394
53,null,0.01394
53,low,0.01394
53,interested,0.01394
53,hams,0.01394
53,format,0.01394
53,entire,0.01394
53,customers,0.01394
53,comment,0.01394
53,cat,0.01394
53,appears,0.01394
53,alternative,0.01394
53,air,0.01394
53,addresses,0.01394
52,worse,0.01368
52,wait,0.01368
52,tax,0.01368
52,switch,0.01368
52,range,0.01368
52,places,0.01368
52,otherwise,0.01368
52,offer,0.01368
52,mobile,0.01368
52,included,0.01368
52,hell,0.01368
52,greater,0.01368
52,giving,0.01368
52,forces,0.01368
52,executive,0.01368
52,cut,0.01368
52,claim,0.01368
52,choice,0.01368
52,calls,0.01368
52,actual,0.01368
52,account,0.01368
51,warning,0.01342
51,unique,0.01342
51,term,0.01342
51,store,0.01342
51,selling,0.01342
51,rob,0.01342
51,require,0.01342
51,rebuild,0.01342
51,provided,0.01342
51,protect,0.01342
51,programs,0.01342
51,practice,0.01342
51,potential,0.01342
51,policy,0.01342
51,option,0.01342
51,meet,0.01342
51,libs,0.01342
51,largest,0.01342
51,knowledge,0.01342
51,economy,0.01342
51,economic,0.01342
51,click,0.01342
51,assume,0.01342
50,yeah,0.01315
50,train,0.01315
50,tests,0.01315
50,team,0.01315
50,study,0.01315
50,sources,0.01315
50,sounds,0.01315
50,sending,0.01315
50,released,0.01315
50,pop,0.01315
50,feet,0.01315
50,explain,0.01315
50,english,0.01315
50,earth,0.01315
50,details,0.01315
50,department,0.01315
50,complete,0.01315
50,checked,0.01315
50,became,0.01315
50,advantage,0.01315
49,venture,0.01289
49,updates,0.01289
49,turned,0.01289
49,spent,0.01289
49,slow,0.01289
49,sender,0.01289
49,result,0.01289
49,quickly,0.01289
49,predicting,0.01289
49,player,0.01289
49,noticed,0.01289
49,mailer,0.01289
49,joe,0.01289
49,hold,0.01289
49,fun,0.01289
49,distribution,0.01289
49,commercial,0.01289
49,children,0.01289
49,california,0.01289
49,analysis,0.01289
49,accept,0.01289
48,willing,0.01263
48,whose,0.01263
48,trouble,0.01263
48,supposed,0.01263
48,seeing,0.01263
48,receive,0.01263
48,radio,0.01263
48,quality,0.01263
48,print,0.01263
48,paper,0.01263
48,output,0.01263
48,object,0.01263
48,missing,0.01263
48,mike,0.01263
48,lower,0.01263
48,led,0.01263
48,late,0.01263
48,interest,0.01263
48,generated,0.01263
48,forward,0.01263
48,field,0.01263
48,catch,0.01263
47,white,0.01236
47,west,0.01236
47,updated,0.01236
47,review,0.01236
47,reach,0.01236
47,plain,0.01236
47,parts,0.01236
47,mason,0.01236
47,machines,0.01236
47,increase,0.01236
47,extra,0.01236
47,clients,0.01236
47,brent,0.01236
47,billion,0.01236
46,wife,0.0121
46,versions,0.0121
46,underwriting,0.0121
46,six,0.0121
46,repository,0.0121
46,pages,0.0121
46,opportunities,0.0121
46,module,0.0121
46,manager,0.0121
46,lead,0.0121
46,kids,0.0121
46,interface,0.0121
46,gibbon,0.0121
46,friend,0.0121
46,correct,0.0121
46,basic,0.0121
46,approach,0.0121
46,amendment,0.0121
45,wonder,0.01184
45,technologies,0.01184
45,section,0.01184
45,seconds,0.01184
45,reference,0.01184
45,products,0.01184
45,modern,0.01184
45,managed,0.01184
45,knows,0.01184
45,jabber,0.01184
45,involved,0.01184
45,indeed,0.01184
45,hello,0.01184
45,earlier,0.01184
45,created,0.01184
45,conference,0.01184
45,bunch,0.01184
45,avoid,0.01184
45,additional,0.01184
44,width,0.01157
44,target,0.01157
44,screen,0.01157
44,room,0.01157
44,questions,0.01157
44,property,0.01157
44,private,0.01157
44,particularly,0.01157
44,newsletter,0.01157
44,negative,0.01157
44,god,0.01157
44,film,0.01157
44,dude,0.01157
44,contact,0.01157
44,college,0.01157
44,changing,0.01157
44,black,0.01157
44,areas,0.01157
44,allowed,0.01157
43,water,0.01131
43,usefulness,0.01131
43,table,0.01131
43,strong,0.01131
43,remains,0.01131
43,price,0.01131
43,popular,0.01131
43,partition,0.01131
43,paid,0.01131
43,options,0.01131
43,lives,0.01131
43,light,0.01131
43,immediately,0.01131
43,hall,0.01131
43,fully,0.01131
43,el,0.01131
43,effect,0.01131
43,easier,0.01131
43,doubt,0.01131
43,devices,0.01131
43,critical,0.01131
43,choose,0.01131
43,attacks,0.01131
43,assignee,0.01131
43,antiquity,0.01131
43,among,0.01131
43,agreeable,0.01131
42,warming,0.01105
42,van,0.01105
42,theory,0.01105
42,suite,0.01105
42,snip,0.01105
42,smart,0.01105
42,signed,0.01105
42,rick,0.01105
42,previous,0.01105
42,plus,0.01105
42,members,0.01105
42,insert,0.01105
42,held,0.01105
42,generally,0.01105
42,function,0.01105
42,federal,0.01105
42,faster,0.01105
42,environment,0.01105
42,creating,0.01105
42,congress,0.01105
42,class,0.01105
42,bits,0.01105
42,benefit,0.01105
42,ben,0.01105
42,beginning,0.01105
41,weeks,0.01079
41,watching,0.01079
41,terms,0.01079
41,strange,0.01079
41,standards,0.01079
41,spend,0.01079
41,shows,0.01079
41,shared,0.01079
41,saw,0.01079
41,response,0.01079
41,required,0.01079
41,previously,0.01079
41,poor,0.01079
41,opinion,0.01079
41,names,0.01079
41,libraries,0.01079
41,knew,0.01079
41,investment,0.01079
41,health,0.01079
41,gab,0.01079
41,forms,0.01079
41,eventually,0.01079
41,effort,0.01079
41,developing,0.01079
41,delete,0.01079
41,decided,0.01079
41,car,0.01079
41,biggest,0.01079
41,automatically,0.01079
41,asking,0.01079
41,allows,0.01079
40,worst,0.01052
40,trivial,0.01052
40,technical,0.01052
40,suspect,0.01052
40,specifically,0.01052
40,speaking,0.01052
40,solutions,0.01052
40,significant,0.01052
40,separate,0.01052
40,sat,0.01052
40,regulation,0.01052
40,published,0.01052
40,photos,0.01052
40,park,0.01052
40,movie,0.01052
40,mentioned,0.01052
40,lack,0.01052
40,jack,0.01052
40,happens,0.01052
40,handle,0.01052
40,gone,0.01052
40,fails,0.01052
40,errors,0.01052
40,core,0.01052
40,certain,0.01052
40,beyond,0.01052
40,ah,0.01052
39,washington,0.01026
39,tool,0.01026
39,terminal,0.01026
39,tag,0.01026
39,step,0.01026
39,serious,0.01026
39,selection,0.01026
39,scientists,0.01026
39,rich,0.01026
39,remote,0.01026
39,religious,0.01026
39,relationship,0.01026
39,poverty,0.01026
39,positive,0.01026
39,perfectly,0.01026
39,notice,0.01026
39,networking,0.01026
39,menu,0.01026
39,maintain,0.01026
39,languages,0.01026
39,imagine,0.01026
39,hate,0.01026
39,funny,0.01026
39,five,0.01026
39,entirely,0.01026
39,ensure,0.01026
39,drives,0.01026
39,discussion,0.01026
39,concept,0.01026
39,bytes,0.01026
39,bank,0.01026
39,animal,0.01026
38,tags,0.01
38,revision,0.01
38,religion,0.01
38,records,0.01
38,random,0.01
38,ran,0.01
38,promiscuous,0.01
38,obviously,0.01
38,material,0.01
38,items,0.01
38,ice,0.01
38,focus,0.01
38,filtering,0.01
38,existing,0.01
38,drop,0.01
38,despite,0.01
38,dependencies,0.01
38,definitely,0.01
38,browser,0.01
38,brain,0.01
38,behavior,0.01
38,attempt,0.01
38,ad,0.01
37,track,0.00973
37,thousands,0.00973
37,task,0.00973
37,suppose,0.00973
37,situation,0.00973
37,series,0.00973
37,retrieving,0.00973
37,period,0.00973
37,modified,0.00973
37,limited,0.00973
37,liberal,0.00973
37,letter,0.00973
37,keys,0.00973
37,journal,0.00973
37,interests,0.00973
37,individuals,0.00973
37,ignore,0.00973
37,huge,0.00973
37,games,0.00973
37,filter,0.00973
37,fair,0.00973
37,exists,0.00973
37,depends,0.00973
37,dependency,0.00973
37,compiled,0.00973
37,collection,0.00973
37,clue,0.00973
37,climate,0.00973
37,chief,0.00973
37,broken,0.00973
37,boy,0.00973
37,block,0.00973
37,bandwidth,0.00973
36,waiting,0.00947
36,trust,0.00947
36,transfer,0.00947
36,thank,0.00947
36,straight,0.00947
36,speak,0.00947
36,south,0.00947
36,secret,0.00947
36,ready,0.00947
36,quick,0.00947
36,processes,0.00947
36,plans,0.00947
36,pickle,0.00947
36,patent,0.00947
36,officials,0.00947
36,official,0.00947
36,mouse,0.00947
36,marriage,0.00947
36,males,0.00947
36,keeping,0.00947
36,installation,0.00947
36,hey,0.00947
36,girl,0.00947
36,food,0.00947
36,enabled,0.00947
36,eggs,0.00947
36,economics,0.00947
36,domain,0.00947
36,documentation,0.00947
36,died,0.00947
36,defined,0.00947
36,computing,0.00947
36,clearly,0.00947
36,books,0.00947
36,basically,0.00947
36,anti,0.00947
36,announced,0.00947
36,agency,0.00947
36,advanced,0.00947
35,voice,0.00921
35,video,0.00921
35,values,0.00921
35,unfortunately,0.00921
35,types,0.00921
35,totally,0.00921
35,thinks,0.00921
35,successful,0.00921
35,success,0.00921
35,stick,0.00921
35,silly,0.00921
35,setting,0.00921
35,putting,0.00921
35,named,0.00921
35,met,0.00921
35,mention,0.00921
35,meaning,0.00921
35,instant,0.00921
35,instance,0.00921
35,income,0.00921
35,hundreds,0.00921
35,hands,0.00921
35,former,0.00921
35,foreign,0.00921
35,financial,0.00921
35,enterprises,0.00921
35,drivers,0.00921
35,creative,0.00921
35,continue,0.00921
35,compatible,0.00921
35,chance,0.00921
35,caused,0.00921
35,battery,0.00921
34,writer,0.00894
34,wide,0.00894
34,safe,0.00894
34,remain,0.00894
34,produce,0.00894
34,prior,0.00894
34,prefer,0.00894
34,possibly,0.00894
34,pointer,0.00894
34,percent,0.00894
34,pain,0.00894
34,odd,0.00894
34,north,0.00894
34,normally,0.00894
34,necessary,0.00894
34,moved,0.00894
34,morning,0.00894
34,minutes,0.00894
34,member,0.00894
34,mathematics,0.00894
34,index,0.00894
34,hear,0.00894
34,ground,0.00894
34,goal,0.00894
34,front,0.00894
34,firm,0.00894
34,failure,0.00894
34,expected,0.00894
34,efficiency,0.00894
34,direct,0.00894
34,dell,0.00894
34,defend,0.00894
34,collaboration,0.00894
34,cache,0.00894
34,binary,0.00894
34,background,0.00894
33,zero,0.00868
33,win,0.00868
33,weekend,0.00868
33,usual,0.00868
33,truth,0.00868
33,tree,0.00868
33,summer,0.00868
33,stock,0.00868
33,spending,0.00868
33,somebody,0.00868
33,shape,0.00868
33,seed,0.00868
33,reply,0.00868
33,region,0.00868
33,reality,0.00868
33,piece,0.00868
33,pictures,0.00868
33,leading,0.00868
33,killed,0.00868
33,installing,0.00868
33,helps,0.00868
33,heart,0.00868
33,gay,0.00868
33,event,0.00868
33,efforts,0.00868
33,efficient,0.00868
33,decide,0.00868
33,continues,0.00868
33,child,0.00868
33,cash,0.00868
33,buffer,0.00868
33,bring,0.00868
33,blood,0.00868
33,attack,0.00868
33,age,0.00868
32,weird,0.00842
32,weather,0.00842
32,virus,0.00842
32,trick,0.00842
32,solve,0.00842
32,sales,0.00842
32,rogers,0.00842
32,raw,0.00842
32,randomly,0.00842
32,physical,0.00842
32,notes,0.00842
32,nearly,0.00842
32,mother,0.00842
32,meeting,0.00842
32,lock,0.00842
32,larger,0.00842
32,lame,0.00842
32,helped,0.00842
32,fight,0.00842
32,empty,0.00842
32,discovered,0.00842
32,culture,0.00842
32,costs,0.00842
32,contain,0.00842
32,commits,0.00842
32,apple,0.00842
32,anywhere,0.00842
32,addition,0.00842
31,vice,0.00816
31,towards,0.00816
31,ten,0.00816
31,showing,0.00816
31,selected,0.00816
31,scripts,0.00816
31,road,0.00816
31,purpose,0.00816
31,protection,0.00816
31,programmer,0.00816
31,phones,0.00816
31,nation,0.00816
31,moving,0.00816
31,monkey,0.00816
31,millions,0.00816
31,location,0.00816
31,listed,0.00816
31,green,0.00816
31,foot,0.00816
31,feed,0.00816
31,endeavors,0.00816
31,dinosaurs,0.00816
31,correctly,0.00816
31,corporate,0.00816
31,context,0.00816
31,contents,0.00816
31,compile,0.00816
31,compared,0.00816
31,businesses,0.00816
31,bugs,0.00816
31,bottom,0.00816
31,bell,0.00816
31,backup,0.00816
31,audio,0.00816
31,absolutely,0.00816
30,violence,0.00789
30,vendor,0.00789
30,understanding,0.00789
30,turns,0.00789
30,title,0.00789
30,telling,0.00789
30,suggestions,0.00789
30,stand,0.00789
30,somehow,0.00789
30,signal,0.00789
30,scheme,0.00789
30,request,0.00789
30,relevant,0.00789
30,releases,0.00789
30,recall,0.00789
30,pull,0.00789
30,primary,0.00789
30,powerful,0.00789
30,personally,0.00789
30,operating,0.00789
30,moment,0.00789
30,mine,0.00789
30,meetings,0.00789
30,manage,0.00789
30,license,0.00789
30,labor,0.00789
30,kill,0.00789
30,implementation,0.00789
30,headline,0.00789
30,gave,0.00789
30,follow,0.00789
30,fire,0.00789
30,explained,0.00789
30,dream,0.00789
30,distributed,0.00789
30,discover,0.00789
30,defaults,0.00789
30,debug,0.00789
30,criminal,0.00789
30,count,0.00789
30,contains,0.00789
30,cheaper,0.00789
30,board,0.00789
30,blue,0.00789
30,believes,0.00789
30,assuming,0.00789
30,art,0.00789
30,allies,0.00789
30,agents,0.00789
30,administration,0.00789
29,wondering,0.00763
29,wealth,0.00763
29,vast,0.00763
29,valid,0.00763
29,upgraded,0.00763
29,ugly,0.00763
29,twice,0.00763
